sender,receiver,timestamp,message_length
317,308,2021-06-07 22:34:55,86
317,308,2021-06-07 22:35:25,54
317,308,2021-06-07 22:39:14,15
317,308,2021-06-07 22:39:59,51
317,308,2021-06-07 22:40:21,63
317,308,2021-06-07 22:40:40,67
317,308,2021-06-07 22:42:48,80
317,308,2021-06-07 22:43:01,67
317,308,2021-06-07 22:43:24,67
317,308,2021-06-07 22:44:15,65
317,308,2021-06-07 22:44:43,29
317,263,2021-06-07 22:48:01,50
317,263,2021-06-07 22:49:38,28
317,263,2021-06-07 22:49:53,18
317,263,2021-06-07 22:50:01,82
317,263,2021-06-07 22:55:05,84
317,254,2021-06-07 23:07:41,29
317,254,2021-06-07 23:07:52,80
317,254,2021-06-07 23:08:13,80
317,254,2021-06-07 23:08:37,47
317,254,2021-06-07 23:08:51,23
317,263,2021-06-07 23:09:17,63
317,254,2021-06-07 23:12:00,61
317,263,2021-06-07 23:12:56,51
317,254,2021-06-07 23:13:11,54
317,254,2021-06-07 23:13:28,43
317,254,2021-06-07 23:13:39,56
317,254,2021-06-07 23:18:42,10
317,254,2021-06-07 23:19:02,60
337,254,2021-06-07 23:20:05,65
337,254,2021-06-07 23:20:49,23
337,254,2021-06-07 23:23:16,30
337,281,2021-06-07 23:27:13,64
332,281,2021-06-07 23:29:16,58
317,191,2021-06-07 23:29:46,37
317,254,2021-06-07 23:29:56,70
332,281,2021-06-07 23:31:06,88
317,191,2021-06-07 23:32:34,46
317,191,2021-06-07 23:33:10,33
337,281,2021-06-07 23:34:14,75
337,281,2021-06-07 23:35:35,60
317,263,2021-06-07 23:36:20,72
317,254,2021-06-07 23:36:31,83
332,281,2021-06-08 00:00:43,31
332,281,2021-06-08 00:01:12,78
337,281,2021-06-08 00:01:47,68
337,281,2021-06-08 00:02:17,85
337,281,2021-06-08 00:11:34,76
337,281,2021-06-08 00:11:43,82
337,281,2021-06-08 00:13:27,73
337,281,2021-06-08 00:13:44,37
317,281,2021-06-08 00:16:46,79
317,319,2021-06-08 01:38:05,83
317,308,2021-06-08 01:41:37,56
332,281,2021-06-08 02:41:47,62
237,191,2021-06-08 03:11:08,45
332,308,2021-06-08 03:30:30,57
332,308,2021-06-08 03:33:08,79
332,308,2021-06-08 03:33:59,77
317,308,2021-06-08 03:42:24,61
332,263,2021-06-08 03:52:19,60
328,52,2021-06-08 04:04:31,32
332,316,2021-06-08 05:46:43,15
221,211,2021-06-08 06:05:10,43
221,128,2021-06-08 06:07:11,56
317,263,2021-06-08 07:04:54,14
162,161,2021-06-08 07:35:57,20
344,128,2021-06-08 07:49:57,87
332,281,2021-06-08 08:10:59,47
332,281,2021-06-08 08:11:27,30
332,281,2021-06-08 08:12:03,27
332,281,2021-06-08 08:12:37,31
286,221,2021-06-08 08:36:32,30
286,367,2021-06-08 08:49:53,46
286,202,2021-06-08 08:56:08,41
286,202,2021-06-08 08:56:19,32
286,202,2021-06-08 08:56:26,17
128,236,2021-06-08 09:05:45,23
144,281,2021-06-08 09:20:39,30
144,88,2021-06-08 09:24:58,20
144,142,2021-06-08 09:28:38,15
144,369,2021-06-08 09:34:01,16
144,370,2021-06-08 09:35:04,26
144,359,2021-06-08 09:36:17,78
144,283,2021-06-08 09:45:35,70
144,48,2021-06-08 09:55:44,38
332,281,2021-06-08 10:02:42,88
128,324,2021-06-08 10:17:44,86
332,281,2021-06-08 10:37:29,30
337,72,2021-06-08 10:50:31,20
337,72,2021-06-08 11:05:41,87
332,352,2021-06-08 11:16:15,44
128,236,2021-06-08 11:37:00,77
317,311,2021-06-08 17:09:35,17
79,365,2021-06-08 19:17:50,43
79,386,2021-06-08 19:19:13,39
386,50,2021-06-08 19:27:44,47
386,260,2021-06-08 19:29:04,46
386,50,2021-06-08 19:37:46,32
386,387,2021-06-08 19:40:58,58
386,50,2021-06-08 19:42:18,70
389,254,2021-06-08 22:24:29,26
337,63,2021-06-08 22:27:38,45
386,387,2021-06-08 23:31:25,63
386,343,2021-06-08 23:32:43,83
260,386,2021-06-09 00:00:12,50
332,308,2021-06-09 00:33:14,56
389,254,2021-06-09 05:00:42,48
389,62,2021-06-09 05:01:11,72
389,303,2021-06-09 05:01:33,47
79,365,2021-06-09 05:09:48,42
344,403,2021-06-09 06:11:07,63
260,283,2021-06-09 06:12:12,47
344,403,2021-06-09 06:23:03,11
344,403,2021-06-09 06:33:26,40
344,403,2021-06-09 06:37:19,25
344,403,2021-06-09 06:40:37,48
389,303,2021-06-09 07:23:26,14
344,172,2021-06-09 07:33:36,10
317,281,2021-06-09 07:45:21,67
317,308,2021-06-09 07:46:33,55
317,281,2021-06-09 08:11:57,54
317,281,2021-06-09 08:12:18,43
317,281,2021-06-09 08:16:06,17
422,212,2021-06-09 09:29:35,19
144,283,2021-06-09 09:57:13,85
144,48,2021-06-09 10:10:05,82
144,338,2021-06-09 10:11:57,15
144,413,2021-06-09 10:17:09,10
389,68,2021-06-09 10:19:00,84
144,374,2021-06-09 10:27:11,43
422,335,2021-06-09 11:16:10,25
422,194,2021-06-09 13:44:01,72
317,308,2021-06-09 17:12:32,70
386,399,2021-06-09 17:21:55,33
144,283,2021-06-09 20:19:41,57
389,62,2021-06-09 23:36:32,18
389,68,2021-06-09 23:37:46,27
389,62,2021-06-09 23:44:19,41
286,416,2021-06-10 00:43:54,26
317,308,2021-06-10 01:42:41,30
317,281,2021-06-10 01:43:08,11
260,448,2021-06-10 02:54:55,54
260,283,2021-06-10 02:55:33,81
260,236,2021-06-10 02:58:28,69
317,316,2021-06-10 04:12:58,10
389,454,2021-06-10 04:23:02,56
389,68,2021-06-10 04:52:49,77
389,236,2021-06-10 04:58:51,72
389,236,2021-06-10 05:59:36,73
389,68,2021-06-10 05:59:53,16
389,467,2021-06-10 06:04:27,85
286,468,2021-06-10 06:11:32,49
389,236,2021-06-10 06:27:37,26
469,463,2021-06-10 06:30:44,10
469,463,2021-06-10 06:36:55,60
469,463,2021-06-10 06:51:48,54
469,463,2021-06-10 07:01:52,80
317,309,2021-06-10 07:42:39,40
483,368,2021-06-10 08:16:39,47
483,368,2021-06-10 08:22:50,67
483,368,2021-06-10 08:30:08,27
483,368,2021-06-10 08:33:16,41
483,368,2021-06-10 08:52:45,33
317,281,2021-06-10 09:14:36,22
483,368,2021-06-10 09:18:31,54
317,429,2021-06-10 09:18:36,18
483,479,2021-06-10 09:20:08,54
483,479,2021-06-10 09:23:42,27
483,368,2021-06-10 09:24:22,49
389,68,2021-06-10 09:25:25,73
317,479,2021-06-10 09:25:54,49
389,236,2021-06-10 09:27:32,33
389,62,2021-06-10 09:28:21,10
483,368,2021-06-10 09:40:48,72
128,493,2021-06-10 09:43:49,50
389,236,2021-06-10 09:47:05,76
389,236,2021-06-10 10:13:33,81
483,368,2021-06-10 10:16:57,52
483,368,2021-06-10 10:23:14,49
483,368,2021-06-10 10:27:18,47
483,368,2021-06-10 10:29:18,13
483,368,2021-06-10 10:31:24,63
483,368,2021-06-10 10:36:01,66
389,263,2021-06-10 10:41:17,23
389,236,2021-06-10 10:53:01,28
344,263,2021-06-10 10:57:30,37
483,368,2021-06-10 11:00:45,13
332,263,2021-06-10 11:26:19,39
221,368,2021-06-10 11:33:23,47
128,325,2021-06-10 12:12:50,43
128,62,2021-06-10 12:13:51,14
128,62,2021-06-10 12:22:35,82
128,62,2021-06-10 12:29:44,82
483,368,2021-06-10 16:27:47,61
344,263,2021-06-10 18:45:47,45
344,194,2021-06-10 18:46:47,57
509,454,2021-06-10 19:48:23,42
260,236,2021-06-10 20:00:14,21
260,51,2021-06-10 20:01:49,69
128,325,2021-06-10 21:14:22,70
128,325,2021-06-10 21:29:19,13
317,308,2021-06-10 21:58:39,51
422,365,2021-06-10 22:05:22,31
422,460,2021-06-10 22:12:06,54
518,345,2021-06-10 23:30:29,72
483,368,2021-06-10 23:39:13,54
521,305,2021-06-10 23:45:57,51
389,496,2021-06-10 23:54:26,57
469,519,2021-06-11 00:03:56,23
469,463,2021-06-11 00:12:27,80
422,365,2021-06-11 00:41:39,62
389,424,2021-06-11 03:46:19,20
483,62,2021-06-11 05:01:44,44
483,62,2021-06-11 05:06:08,29
483,62,2021-06-11 05:07:55,45
128,62,2021-06-11 05:24:55,36
389,482,2021-06-11 06:27:52,42
389,424,2021-06-11 06:29:11,27
389,467,2021-06-11 06:43:25,75
509,454,2021-06-11 06:51:54,15
509,454,2021-06-11 06:52:39,34
386,387,2021-06-11 07:23:12,18
509,534,2021-06-11 07:23:57,49
469,97,2021-06-11 08:24:06,69
422,536,2021-06-11 09:11:34,73
422,97,2021-06-11 09:18:44,37
128,62,2021-06-11 10:30:02,61
128,236,2021-06-11 10:35:09,35
128,236,2021-06-11 10:52:38,80
144,398,2021-06-11 10:56:29,71
128,236,2021-06-11 11:02:29,82
128,97,2021-06-11 11:03:21,73
128,236,2021-06-11 11:11:29,65
128,236,2021-06-11 11:20:43,70
389,482,2021-06-11 20:09:28,11
389,456,2021-06-11 20:09:41,71
509,389,2021-06-11 20:51:34,30
509,536,2021-06-11 20:52:54,48
509,536,2021-06-11 21:11:58,18
509,536,2021-06-11 21:14:15,38
509,97,2021-06-11 22:52:47,44
509,454,2021-06-11 23:03:21,66
509,302,2021-06-11 23:03:34,45
509,302,2021-06-11 23:16:12,45
509,302,2021-06-11 23:20:59,53
509,302,2021-06-11 23:35:45,61
509,236,2021-06-11 23:47:59,59
509,272,2021-06-11 23:48:54,57
509,302,2021-06-11 23:53:12,15
509,302,2021-06-11 23:55:39,59
509,236,2021-06-11 23:57:20,20
509,302,2021-06-11 23:58:13,74
509,236,2021-06-11 23:58:45,19
509,236,2021-06-11 23:58:48,29
509,236,2021-06-12 00:00:35,31
509,302,2021-06-12 00:01:16,10
509,302,2021-06-12 00:02:04,76
260,241,2021-06-12 01:35:19,26
128,236,2021-06-12 01:50:14,53
389,509,2021-06-12 02:16:35,57
389,559,2021-06-12 02:18:13,47
144,398,2021-06-12 03:26:52,77
389,482,2021-06-12 04:30:58,61
389,193,2021-06-12 05:01:25,51
286,549,2021-06-12 05:56:51,64
389,193,2021-06-12 07:05:55,73
389,252,2021-06-12 07:06:39,88
389,252,2021-06-12 07:15:30,39
389,252,2021-06-12 07:27:04,36
389,252,2021-06-12 07:27:18,18
389,252,2021-06-12 07:29:28,42
260,283,2021-06-12 07:52:18,45
483,127,2021-06-12 08:08:06,87
370,568,2021-06-12 09:23:12,21
389,252,2021-06-12 09:23:23,77
128,236,2021-06-12 09:43:02,59
422,536,2021-06-12 09:44:13,11
128,236,2021-06-12 09:59:04,27
422,536,2021-06-12 10:15:21,23
128,236,2021-06-12 10:33:16,61
144,283,2021-06-12 10:52:53,82
144,456,2021-06-12 10:59:09,50
144,48,2021-06-12 11:05:39,46
144,48,2021-06-12 11:07:48,26
144,48,2021-06-12 11:11:12,68
144,48,2021-06-12 11:16:22,62
144,48,2021-06-12 11:19:31,81
128,571,2021-06-12 12:04:05,71
128,571,2021-06-12 12:15:05,30
128,571,2021-06-12 12:19:24,17
128,571,2021-06-12 12:30:49,51
128,571,2021-06-12 12:31:02,28
317,308,2021-06-12 20:09:49,33
389,252,2021-06-12 22:54:44,35
389,193,2021-06-12 22:56:00,85
128,236,2021-06-12 23:43:17,33
422,536,2021-06-13 01:04:39,35
509,454,2021-06-13 01:26:27,39
422,449,2021-06-13 03:17:15,66
586,252,2021-06-13 05:31:26,66
586,589,2021-06-13 05:51:03,26
586,481,2021-06-13 05:56:01,20
422,549,2021-06-13 06:05:19,20
422,285,2021-06-13 06:08:29,81
586,481,2021-06-13 06:20:17,82
586,481,2021-06-13 06:21:18,53
422,285,2021-06-13 06:21:36,59
586,481,2021-06-13 06:23:58,42
586,538,2021-06-13 06:24:51,39
586,389,2021-06-13 06:25:30,77
586,481,2021-06-13 06:29:29,28
317,571,2021-06-13 06:39:48,64
389,252,2021-06-13 07:11:14,11
389,193,2021-06-13 07:12:48,88
509,272,2021-06-13 07:15:40,64
586,389,2021-06-13 07:24:20,82
509,454,2021-06-13 07:30:08,65
389,193,2021-06-13 08:11:10,64
469,463,2021-06-13 08:11:58,66
389,193,2021-06-13 08:52:38,86
389,193,2021-06-13 09:09:15,14
162,161,2021-06-13 09:10:33,18
469,463,2021-06-13 09:12:20,42
389,193,2021-06-13 09:41:03,22
389,542,2021-06-13 09:43:33,72
389,289,2021-06-13 09:44:02,64
598,542,2021-06-13 09:44:45,16
389,289,2021-06-13 09:45:32,79
598,542,2021-06-13 09:46:47,17
389,542,2021-06-13 09:47:44,36
598,542,2021-06-13 09:50:09,33
128,236,2021-06-13 09:51:45,18
389,542,2021-06-13 09:51:55,88
389,542,2021-06-13 09:55:44,17
389,542,2021-06-13 10:00:16,25
128,324,2021-06-13 10:02:39,87
389,542,2021-06-13 10:05:37,51
389,542,2021-06-13 10:09:06,23
317,368,2021-06-13 10:11:56,22
389,542,2021-06-13 10:14:38,20
317,368,2021-06-13 10:17:37,35
389,542,2021-06-13 10:18:18,35
586,409,2021-06-13 10:25:49,16
586,389,2021-06-13 10:26:32,49
144,142,2021-06-13 10:26:58,72
598,567,2021-06-13 10:42:21,50
598,289,2021-06-13 10:42:52,69
598,542,2021-06-13 10:44:45,10
598,289,2021-06-13 10:45:13,28
598,103,2021-06-13 10:46:16,78
144,561,2021-06-13 10:52:42,36
605,272,2021-06-13 10:58:09,85
598,103,2021-06-13 10:58:54,54
598,103,2021-06-13 11:04:39,63
605,263,2021-06-13 11:11:04,50
598,103,2021-06-13 11:12:18,13
605,263,2021-06-13 11:15:29,20
598,103,2021-06-13 11:18:08,74
605,263,2021-06-13 11:20:43,16
605,263,2021-06-13 11:25:20,79
605,263,2021-06-13 11:29:04,48
605,263,2021-06-13 11:31:07,30
605,263,2021-06-13 11:35:30,15
422,391,2021-06-13 11:35:54,83
605,263,2021-06-13 11:39:53,12
598,542,2021-06-13 11:42:39,13
605,263,2021-06-13 11:42:53,70
605,308,2021-06-13 11:53:07,77
605,337,2021-06-13 12:06:25,52
128,324,2021-06-13 15:12:49,14
128,236,2021-06-13 15:19:46,82
509,454,2021-06-13 18:07:16,49
422,62,2021-06-13 18:13:21,25
509,454,2021-06-13 18:13:28,60
605,308,2021-06-13 19:17:16,54
598,67,2021-06-13 19:22:41,20
598,32,2021-06-13 19:24:27,64
586,300,2021-06-13 19:35:25,24
586,460,2021-06-13 19:38:54,71
586,607,2021-06-13 19:42:26,47
386,387,2021-06-13 20:14:31,47
386,609,2021-06-13 20:17:01,53
509,454,2021-06-13 20:48:19,53
509,454,2021-06-13 21:59:47,66
422,536,2021-06-13 22:32:06,69
422,449,2021-06-13 22:33:40,86
605,302,2021-06-13 23:16:11,53
586,386,2021-06-14 01:12:44,83
586,607,2021-06-14 01:15:05,85
509,454,2021-06-14 01:19:54,64
144,635,2021-06-14 02:30:36,38
422,394,2021-06-14 02:51:35,37
422,607,2021-06-14 02:55:29,87
586,349,2021-06-14 03:55:48,86
128,236,2021-06-14 05:15:15,54
389,193,2021-06-14 05:17:50,32
422,389,2021-06-14 05:37:27,24
389,422,2021-06-14 05:39:06,24
422,389,2021-06-14 05:42:20,38
389,422,2021-06-14 05:43:22,20
422,389,2021-06-14 05:45:04,49
389,422,2021-06-14 05:47:40,49
422,389,2021-06-14 05:49:50,67
389,422,2021-06-14 05:52:51,37
422,389,2021-06-14 05:55:07,61
389,422,2021-06-14 05:55:37,45
422,389,2021-06-14 05:56:59,57
389,422,2021-06-14 05:59:23,11
509,454,2021-06-14 06:00:44,38
162,368,2021-06-14 06:29:29,38
643,638,2021-06-14 07:04:59,12
605,272,2021-06-14 08:03:08,84
605,266,2021-06-14 08:08:29,21
422,285,2021-06-14 08:09:43,59
605,103,2021-06-14 08:12:50,15
605,266,2021-06-14 08:13:50,14
605,103,2021-06-14 08:16:24,38
605,289,2021-06-14 08:21:47,32
422,394,2021-06-14 08:23:07,47
605,103,2021-06-14 08:23:31,80
605,289,2021-06-14 08:24:11,35
605,103,2021-06-14 08:27:08,78
605,289,2021-06-14 08:28:06,14
605,289,2021-06-14 08:31:43,59
605,103,2021-06-14 08:36:32,46
280,321,2021-06-14 08:37:56,62
317,368,2021-06-14 08:53:36,16
422,194,2021-06-14 08:53:53,21
317,6,2021-06-14 08:55:15,76
605,103,2021-06-14 08:55:16,15
317,308,2021-06-14 08:58:49,59
605,103,2021-06-14 08:59:45,49
605,74,2021-06-14 09:00:47,12
605,103,2021-06-14 09:01:46,68
605,74,2021-06-14 09:05:51,13
317,6,2021-06-14 09:05:59,36
605,74,2021-06-14 09:08:57,47
317,6,2021-06-14 09:10:37,11
605,74,2021-06-14 09:14:52,18
605,74,2021-06-14 09:16:40,30
605,272,2021-06-14 09:17:20,58
317,316,2021-06-14 09:23:32,59
317,325,2021-06-14 09:26:32,15
317,325,2021-06-14 09:29:23,55
317,316,2021-06-14 09:30:07,70
605,263,2021-06-14 09:50:33,58
344,254,2021-06-14 09:58:00,17
605,413,2021-06-14 10:18:01,56
605,413,2021-06-14 10:21:45,83
605,413,2021-06-14 10:26:22,83
128,685,2021-06-14 10:27:27,72
605,413,2021-06-14 10:30:24,30
605,413,2021-06-14 10:32:50,83
605,263,2021-06-14 10:34:43,70
605,413,2021-06-14 10:36:34,46
605,263,2021-06-14 10:37:20,62
605,263,2021-06-14 10:38:35,75
605,413,2021-06-14 10:42:19,73
422,375,2021-06-14 10:42:36,45
605,413,2021-06-14 10:46:13,82
605,413,2021-06-14 10:51:40,62
605,413,2021-06-14 10:56:00,14
605,413,2021-06-14 10:59:18,21
605,413,2021-06-14 11:06:29,87
605,413,2021-06-14 11:12:45,24
586,300,2021-06-14 19:19:13,49
586,638,2021-06-14 19:21:34,12
586,666,2021-06-14 19:24:17,27
586,252,2021-06-14 19:28:00,28
586,481,2021-06-14 19:28:08,84
698,184,2021-06-14 20:47:28,50
337,220,2021-06-14 21:00:50,56
337,220,2021-06-14 21:05:19,75
337,220,2021-06-14 21:06:39,12
605,337,2021-06-14 21:39:54,14
605,272,2021-06-14 21:45:09,27
698,184,2021-06-14 21:45:18,64
509,454,2021-06-14 21:46:01,77
698,184,2021-06-14 21:49:34,75
509,616,2021-06-14 21:49:50,58
509,698,2021-06-14 21:53:04,30
509,513,2021-06-14 21:53:43,21
79,8,2021-06-14 21:55:15,33
389,236,2021-06-14 22:04:59,46
509,454,2021-06-14 22:05:40,62
509,389,2021-06-14 22:08:30,66
509,454,2021-06-14 22:10:31,18
509,454,2021-06-14 22:12:50,65
509,454,2021-06-14 22:14:17,37
509,454,2021-06-14 22:17:42,13
162,368,2021-06-14 22:17:56,12
509,302,2021-06-14 22:20:27,22
509,454,2021-06-14 22:21:31,67
509,454,2021-06-14 22:25:14,37
509,454,2021-06-14 22:27:20,43
317,308,2021-06-14 23:03:47,22
389,236,2021-06-14 23:08:48,51
317,680,2021-06-14 23:10:05,72
317,659,2021-06-14 23:17:16,80
598,252,2021-06-14 23:19:23,81
598,289,2021-06-14 23:20:03,58
598,482,2021-06-14 23:23:59,18
598,252,2021-06-14 23:40:11,50
598,252,2021-06-14 23:51:38,15
598,252,2021-06-14 23:52:51,27
598,542,2021-06-15 00:07:17,50
586,589,2021-06-15 00:09:54,16
586,252,2021-06-15 00:10:05,63
586,481,2021-06-15 00:10:13,39
586,481,2021-06-15 00:12:26,68
586,616,2021-06-15 00:15:14,68
586,698,2021-06-15 00:29:24,28
422,673,2021-06-15 00:31:36,78
422,598,2021-06-15 00:37:42,13
605,272,2021-06-15 00:49:04,24
422,673,2021-06-15 01:06:57,32
586,673,2021-06-15 01:37:40,17
586,673,2021-06-15 01:42:22,68
337,220,2021-06-15 02:00:12,61
337,673,2021-06-15 02:03:21,79
286,400,2021-06-15 02:12:09,25
705,154,2021-06-15 02:44:46,35
586,673,2021-06-15 02:47:36,44
586,687,2021-06-15 02:47:55,76
586,687,2021-06-15 02:49:21,61
586,616,2021-06-15 02:50:21,33
337,673,2021-06-15 03:13:13,46
337,649,2021-06-15 03:30:28,25
337,281,2021-06-15 03:31:21,14
337,649,2021-06-15 03:41:33,72
337,583,2021-06-15 03:43:43,15
586,402,2021-06-15 04:18:25,59
586,707,2021-06-15 04:23:05,37
509,707,2021-06-15 04:34:52,40
598,400,2021-06-15 04:58:27,58
705,707,2021-06-15 05:01:40,72
705,710,2021-06-15 05:04:09,83
705,710,2021-06-15 05:04:23,79
705,710,2021-06-15 05:04:28,35
598,400,2021-06-15 05:32:00,29
598,400,2021-06-15 05:32:38,24
598,400,2021-06-15 05:39:08,32
586,687,2021-06-15 05:47:36,71
598,400,2021-06-15 05:48:36,15
598,400,2021-06-15 05:48:47,68
598,400,2021-06-15 05:55:40,84
598,400,2021-06-15 06:00:07,45
586,616,2021-06-15 06:14:35,21
162,161,2021-06-15 06:18:06,29
705,707,2021-06-15 06:41:10,59
598,259,2021-06-15 06:48:28,14
598,351,2021-06-15 06:48:45,66
598,252,2021-06-15 06:49:08,25
337,632,2021-06-15 07:08:58,12
598,337,2021-06-15 07:28:01,36
598,337,2021-06-15 07:28:16,15
725,389,2021-06-15 07:34:07,86
317,308,2021-06-15 07:34:55,44
337,598,2021-06-15 07:35:43,68
725,607,2021-06-15 07:41:10,52
725,707,2021-06-15 07:43:05,48
337,263,2021-06-15 07:52:33,34
337,263,2021-06-15 07:56:39,68
128,236,2021-06-15 07:58:13,68
598,337,2021-06-15 08:08:04,40
337,598,2021-06-15 08:11:08,24
518,644,2021-06-15 08:19:41,44
389,236,2021-06-15 08:38:08,50
605,74,2021-06-15 08:53:51,17
605,74,2021-06-15 09:02:40,39
605,88,2021-06-15 09:06:11,24
337,281,2021-06-15 09:12:24,46
605,337,2021-06-15 09:12:40,26
605,337,2021-06-15 09:13:43,65
605,317,2021-06-15 09:14:09,39
605,337,2021-06-15 09:16:03,19
605,625,2021-06-15 09:17:07,44
605,337,2021-06-15 09:17:47,14
605,368,2021-06-15 09:21:40,81
605,368,2021-06-15 09:23:56,17
605,368,2021-06-15 09:28:50,59
605,254,2021-06-15 09:29:26,60
605,254,2021-06-15 09:31:38,57
605,254,2021-06-15 09:33:54,34
605,74,2021-06-15 09:35:06,65
605,368,2021-06-15 09:35:50,30
605,368,2021-06-15 09:38:50,30
332,281,2021-06-15 09:42:50,31
