party,priority
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Both
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Rep/Lean Rep,Citizenship
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Security
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
Dem/Lean Dem,Both
